ID venda,Data,Canal,Tipo_pagamento,Estado,Cidade,Produto,Quantidade,Valor_Unitario,Custo_Unitario,Categoria_Produto,ID_Parceiro,ID_Cliente,Genero_Cliente,Data_Nascimento_Cliente,Feedback_Cliente,Status_Entrega,Cupom_Utilizado,Flag_Primeira_Compra
VND00088,2026-04-04 20:22:34,Ecomm mono,mooz cartões,SP,Sorocaba,Malbec Desodorante Colônia 100ml,1,209.9,84.0,Perfumaria Masculina,,CLI0361,Feminino,1997-06-01,Chegou super rápido.,Entregue no Prazo,BOTAO20,Sim
VND00089,2025-12-19 19:15:09,Ecomm mono,mooz cartões,DF,Brasília,Malbec Gold Desodorante Colônia 100ml,3,195.9,78.0,Perfumaria Masculina,,CLI0296,Masculino,2003-09-13,,Entregue no Prazo,QUERO10,Sim
VND00090,2026-06-17 19:31:20,VD,outros meios de pagamento,RJ,Niterói,Lily Creme Acetinado Hidratante Corporal 250g,3,149.9,45.0,Perfumaria Feminina,REV0094,,,,,,,
VND00091,2026-04-24 15:17:20,Ecomm mono,mooz pix,RJ,Macaé,Make B. Base Líquida Mate Salicylic 30g,1,109.9,38.0,Maquiagem e Skincare,,CLI0296,Masculino,2003-09-13,,Entregue no Prazo,,Não
VND00092,2025-04-15 12:59:54,lojas,mooz pix,SP,São José dos Campos,Malbec Desodorante Colônia 100ml,2,209.9,84.0,Perfumaria Masculina,FRQ001,,,,,,,
VND00093,2024-11-05 12:59:56,Ecomm mono,mooz cartões,SP,Jundiaí,Malbec Desodorante Colônia 100ml,2,209.9,84.0,Perfumaria Masculina,,CLI0185,Feminino,1999-03-08,,Entregue com Atraso,MAES15,Sim
VND00093,2024-11-05 12:59:56,Ecomm mono,mooz cartões,SP,Jundiaí,Malbec Gold Desodorante Colônia 100ml,1,,78.0,Perfumaria Masculina,,CLI0185,Feminino,1999-03-08,,Entregue com Atraso,MAES15,Sim
VND00094,2025-05-03 20:37:14,Ecomm multi,mooz cartões,SP,São Paulo,Malbec Desodorante Colônia 100ml,1,209.9,84.0,Perfumaria Masculina,,CLI0062,Feminino,2006-10-19,,Entregue no Prazo,MAES15,Não
VND00095,2024-05-20 12:52:48,lojas,outros meios de pagamento,RS,Santa Maria,Floratta Red Desodorante Colônia 75ml,1,229.9,92.0,Perfumaria Feminina,FRQ005,,,,,,,
VND00096,2024-06-17 08:46:13,lojas,mooz pix,SC,Criciúma,Cuide-se Bem Loção Corporal Deleite 200ml,1,78.9,24.0,Cuidados e Corpo,FRQ022,,,,,,,
VND00097,2024-09-10 13:05:15,Ecomm mono,mooz cartões,SP,Franca,Shampoo Match Escudo De Hidratação 300ml,3,47.9,14.0,Cabelos,,CLI0338,Não-binário,1961-10-18,Chegou super rápido.,Entregue no Prazo,,Não
VND00098,2024-04-25 22:40:38,VD,outros meios de pagamento,RJ,Rio de Janeiro,Malbec Gold Desodorante Colônia 100ml,4,195.9,78.0,Perfumaria Masculina,REV0041,,,,,,,
VND00099,2025-11-30 20:30:49,VD,mooz cartões,SP,Mogi das Cruzes,Make B. Base Líquida Mate Salicylic 30g,1,109.9,38.0,Maquiagem e Skincare,REV0009,,,,,,,
VND00100,2024-10-11 08:05:32,lojas,mooz cartões,RJ,Macaé,Cuide-se Bem Loção Corporal Deleite 200ml,1,78.9,24.0,Cuidados e Corpo,FRQ011,,,,,,,
VND00101,2026-05-16 20:15:05,Ecomm multi,mooz cartões,SP,São José dos Campos,Lily Lumière Eau de Parfum 75ml,500,329.9,145.0,Perfumaria Feminina,,CLI0314,Masculino,2000-07-23,,Entregue com Atraso,,Não
VND00102,2024-06-16 20:22:33,Ecomm mono,mooz cartões,SP,Sorocaba,Lily Creme Acetinado Hidratante Corporal 250g,4,149.9,45.0,Perfumaria Feminina,,CLI0065,Não-binário,1982-07-14,,Entregue no Prazo,QUERO10,Não
VND00103,2024-03-06 12:36:40,VD,mooz pix,GO,Aparecida de Goiânia,Malbec Desodorante Colônia 100ml,2,209.9,84.0,Perfumaria Masculina,REV0066,,,,,,,
VND00104,2024-04-28 13:32:00,VD,mooz cartões,AM,Manaus,Botik Sérum Alta Potência Ácido Hialurônico 30ml,2,169.9,59.0,Maquiagem e Skincare,REV0006,,,,,,,
VND00105,2026-05-28 19:51:58,Ecomm multi,mooz cartões,PR,Ponta Grossa,Malbec Desodorante Colônia 100ml,1,209.9,84.0,Perfumaria Masculina,,CLI0128,Feminino,1984-10-07,Melhor creme da vida.,Entregue no Prazo,,Não
VND00106,2026-06-05 13:54:19,Ecomm mono,mooz cartões,PR,Paranaguá,Cuide-se Bem Loção Corporal Deleite 200ml,2,78.9,24.0,Cuidados e Corpo,,CLI0005,Feminino,1965-04-08,Chegou super rápido.,Entregue no Prazo,,Não
VND00107,2024-06-03 20:26:01,lojas,outros meios de pagamento,SP,Sorocaba,Lily Creme Acetinado Hidratante Corporal 250g,3,,45.0,Perfumaria Feminina,FRQ021,,,,,,,
VND00107,2024-06-03 20:26:01,lojas,outros meios de pagamento,SP,Sorocaba,Malbec Desodorante Colônia 100ml,3,209.9,84.0,Perfumaria Masculina,FRQ021,,,,,,,
VND00108,2024-04-05 19:14:57,Ecomm multi,mooz pix,RJ,Angra dos Reis,Malbec Gold Desodorante Colônia 100ml,1,195.9,78.0,Perfumaria Masculina,,CLI0383,Masculino,1968-09-02,,Entregue no Prazo,,Não
VND00108,2024-04-05 19:14:57,Ecomm multi,mooz pix,RJ,Angra dos Reis,Malbec Desodorante Colônia 100ml,2,209.9,84.0,Perfumaria Masculina,,CLI0383,Masculino,1968-09-02,,Entregue no Prazo,,Não
VND00109,2024-11-21 12:14:04,lojas,mooz cartões,SC,Criciúma,Floratta Red Desodorante Colônia 75ml,4,229.9,92.0,Perfumaria Feminina,FRQ004,,,,,,,
VND00110,2025-02-20 12:22:49,lojas,mooz pix,SP,Osasco,Cuide-se Bem Loção Corporal Deleite 200ml,1,78.9,24.0,Cuidados e Corpo,FRQ015,,,,,,,
VND00111,2025-12-03 12:45:44,VD,mooz cartões,BA,Vitória da Conquista,Cuide-se Bem Loção Corporal Deleite 200ml,3,78.9,24.0,Cuidados e Corpo,REV0019,,,,,,,
VND00112,2024-06-27 12:25:54,Ecomm multi,mooz cartões,SP,Campinas,Lily Creme Acetinado Hidratante Corporal 250g,2,149.9,45.0,Perfumaria Feminina,,CLI0237,Feminino,1993-07-15,,Entregue no Prazo,QUERO10,Não
VND00113,2025-12-03 13:41:05,Ecomm mono,mooz cartões,BA,Salvador,Botik Sérum Alta Potência Ácido Hialurônico 30ml,4,169.9,59.0,Maquiagem e Skincare,,CLI0034,Feminino,1963-02-05,,Entregue no Prazo,MAES15,Não
VND00114,2025-08-10 20:46:25,Ecomm multi,mooz cartões,RJ,Volta Redonda,Cuide-se Bem Loção Corporal Deleite 200ml,2,78.9,24.0,Cuidados e Corpo,,CLI0350,Masculino,1966-11-12,Chegou super rápido.,Entregue no Prazo,QUERO10,Sim
VND00115,2025-10-24 19:26:56,Ecomm multi,mooz cartões,RJ,Niterói,Malbec Desodorante Colônia 100ml,1,209.9,84.0,Perfumaria Masculina,,CLI0144,Masculino,1965-04-22,Chegou super rápido.,Entregue no Prazo,BOTAO20,Não
VND00116,2025-05-06 19:31:22,Ecomm mono,mooz pix,SP,Osasco,Malbec Desodorante Colônia 100ml,2,209.9,84.0,Perfumaria Masculina,,CLI0093,Masculino,1968-06-03,Suporte não responde.,Entregue no Prazo,MAES15,Sim
VND00116,2025-05-06 19:31:22,Ecomm mono,mooz pix,SP,Osasco,Malbec Gold Desodorante Colônia 100ml,2,195.9,78.0,Perfumaria Masculina,,CLI0093,Masculino,1968-06-03,Suporte não responde.,Entregue no Prazo,MAES15,Sim
VND00117,2026-01-24 19:14:36,Ecomm multi,mooz pix,SC,Joinville,Botik Sérum Alta Potência Ácido Hialurônico 30ml,1,169.9,59.0,Maquiagem e Skincare,,CLI0091,Não-binário,1999-10-04,,Entregue no Prazo,,Não
VND00117,2026-01-24 19:14:36,Ecomm multi,mooz pix,SC,Joinville,Malbec Gold Desodorante Colônia 100ml,2,195.9,78.0,Perfumaria Masculina,,CLI0091,Não-binário,1999-10-04,,Entregue no Prazo,,Não
VND00118,2025-05-19 13:11:31,VD,mooz cartões,CE,Fortaleza,Malbec Desodorante Colônia 100ml,4,,84.0,Perfumaria Masculina,REV0030,,,,,,,
VND00118,2025-05-19 13:11:31,VD,mooz cartões,CE,Fortaleza,Botik Sérum Alta Potência Ácido Hialurônico 30ml,2,169.9,59.0,Maquiagem e Skincare,REV0030,,,,,,,
VND00119,2024-12-14 12:58:51,Ecomm mono,mooz cartões,PB,João Pessoa,Make B. Base Líquida Mate Salicylic 30g,4,109.9,38.0,Maquiagem e Skincare,,CLI0076,Feminino,1984-05-26,,Entregue com Atraso,,Sim
VND00120,2024-12-10 19:08:10,Ecomm multi,mooz pix,TO,Palmas,Lily Lumière Eau de Parfum 75ml,2,329.9,145.0,Perfumaria Feminina,,CLI0090,Não-binário,1980-02-01,,Entregue com Atraso,,Sim
VND00121,2024-05-10 22:00:44,Ecomm multi,mooz cartões,MG,Juiz de Fora,Floratta Red Desodorante Colônia 75ml,1,229.9,92.0,Perfumaria Feminina,,CLI0309,Não-binário,1997-03-08,Suporte não responde.,Entregue com Atraso,MAES15,Sim
VND00122,2024-11-23 19:56:05,Ecomm mono,mooz pix,PR,Curitiba,Make B. Base Líquida Mate Salicylic 30g,2000,109.9,38.0,Maquiagem e Skincare,,CLI0136,Feminino,1972-07-22,Suporte não responde.,Entregue no Prazo,,Não
VND00122,2024-11-23 19:56:05,Ecomm mono,mooz pix,PR,Curitiba,Malbec Desodorante Colônia 100ml,2,209.9,84.0,Perfumaria Masculina,,CLI0136,Feminino,1972-07-22,Suporte não responde.,Entregue no Prazo,,Não
VND00123,2024-12-25 13:06:53,Ecomm multi,mooz cartões,AM,Manaus,Lily Creme Acetinado Hidratante Corporal 250g,4,149.9,45.0,Perfumaria Feminina,,CLI0232,Não-binário,1967-02-13,A entrega atrasou muito.,Entregue no Prazo,QUERO10,Não
VND00124,2025-12-22 19:41:10,Ecomm multi,mooz cartões,SP,Sao Paolo,Lily Creme Acetinado Hidratante Corporal 250g,2,149.9,45.0,Perfumaria Feminina,,CLI0098,Feminino,1995-03-09,,Entregue com Atraso,,Sim
VND00124,2025-12-22 19:41:10,Ecomm multi,mooz cartões,SP,Sao Paolo,Malbec Gold Desodorante Colônia 100ml,4,195.9,78.0,Perfumaria Masculina,,CLI0098,Feminino,1995-03-09,,Entregue com Atraso,,Sim
VND00125,2025-01-04 19:05:18,Ecomm multi,mooz cartões,SP,Campinas,Botik Sérum Alta Potência Ácido Hialurônico 30ml,3,169.9,59.0,Maquiagem e Skincare,,CLI0014,Feminino,1984-02-18,Amei o cheiro!,Entregue no Prazo,QUERO10,Não
VND00126,2025-11-07 20:41:34,Ecomm multi,mooz cartões,MG,Montes Claros,Shampoo Match Escudo De Hidratação 300ml,1,47.9,14.0,Cabelos,,CLI0196,Não-binário,2002-06-03,O produto veio quebrado.,Entregue no Prazo,,Não
VND00127,2025-12-14 20:05:42,Ecomm mono,mooz pix,SP,Bauru,Shampoo Match Escudo De Hidratação 300ml,4,47.9,14.0,Cabelos,,CLI0302,Feminino,1988-03-23,,Entregue com Atraso,,Não
VND00127,2025-12-14 20:05:42,Ecomm mono,mooz pix,SP,Bauru,Make B. Base Líquida Mate Salicylic 30g,3,109.9,38.0,Maquiagem e Skincare,,CLI0302,Feminino,1988-03-23,,Entregue com Atraso,,Não
VND00128,2025-05-29 20:33:51,lojas,mooz cartões,PR,Paranaguá,Lily Creme Acetinado Hidratante Corporal 250g,2,149.9,45.0,Perfumaria Feminina,FRQ006,,,,,,,
VND00129,2025-03-09 15:43:27,lojas,outros meios de pagamento,CE,Fortaleza,Malbec Desodorante Colônia 100ml,1,209.9,84.0,Perfumaria Masculina,FRQ027,,,,,,,
VND00129,2025-03-09 15:43:27,lojas,outros meios de pagamento,CE,Fortaleza,Lily Lumière Eau de Parfum 75ml,3,329.9,145.0,Perfumaria Feminina,FRQ027,,,,,,,
VND00130,2025-06-16 20:55:00,Ecomm multi,mooz cartões,PI,Teresina,Malbec Gold Desodorante Colônia 100ml,1,195.9,78.0,Perfumaria Masculina,,CLI0077,Não-binário,1978-07-23,,Entregue no Prazo,,Sim
VND00131,2024-12-18 13:16:24,Ecomm multi,mooz pix,PB,João Pessoa,Shampoo Match Escudo De Hidratação 300ml,3,47.9,14.0,Cabelos,,CLI0089,Feminino,2002-11-10,,Entregue com Atraso,,Não
VND00132,2024-08-21 19:47:28,Ecomm mono,mooz pix,RJ,Nova Friburgo,Malbec Desodorante Colônia 100ml,3,209.9,84.0,Perfumaria Masculina,,CLI0214,Masculino,1974-07-23,,Entregue no Prazo,QUERO10,Sim
VND00133,2025-06-02 08:49:54,VD,mooz cartões,BA,Feira de Santana,Botik Sérum Alta Potência Ácido Hialurônico 30ml,4,169.9,59.0,Maquiagem e Skincare,REV0026,,,,,,,
VND00134,2025-11-28 22:23:31,Ecomm multi,mooz cartões,MG,Ipatinga,Make B. Base Líquida Mate Salicylic 30g,1,109.9,38.0,Maquiagem e Skincare,,CLI0301,Não-binário,1966-11-23,Chegou super rápido.,Entregue no Prazo,,Não
VND00134,2025-11-28 22:23:31,Ecomm multi,mooz cartões,MG,Ipatinga,Shampoo Match Escudo De Hidratação 300ml,2,47.9,14.0,Cabelos,,CLI0301,Não-binário,1966-11-23,Chegou super rápido.,Entregue no Prazo,,Não
VND00135,2025-10-24 12:13:17,Ecomm multi,mooz cartões,RJ,Teresópolis,Botik Sérum Alta Potência Ácido Hialurônico 30ml,2,169.9,59.0,Maquiagem e Skincare,,CLI0005,Feminino,1965-04-08,,Entregue no Prazo,,Sim
VND00135,2025-10-24 12:13:17,Ecomm multi,mooz cartões,RJ,Teresópolis,Floratta Red Desodorante Colônia 75ml,3,229.9,92.0,Perfumaria Feminina,,CLI0005,Feminino,1965-04-08,,Entregue no Prazo,,Sim
VND00136,2025-12-27 12:27:57,Ecomm multi,mooz pix,PR,Paranaguá,Malbec Gold Desodorante Colônia 100ml,2000,195.9,78.0,Perfumaria Masculina,,CLI0130,Feminino,1993-09-22,,Entregue com Atraso,,Não
VND00137,2025-05-08 12:17:40,Ecomm mono,mooz pix,PR,Cascavel,Cuide-se Bem Loção Corporal Deleite 200ml,4,78.9,24.0,Cuidados e Corpo,,CLI0336,Masculino,1997-07-27,Melhor creme da vida.,Entregue no Prazo,,Não
VND00138,2025-11-28 19:01:41,Ecomm multi,mooz pix,PE,Caruaru,Lily Lumière Eau de Parfum 75ml,2,329.9,145.0,Perfumaria Feminina,,CLI0215,Feminino,1979-11-19,Melhor creme da vida.,Entregue com Atraso,,Não
VND00139,2025-11-18 08:19:54,lojas,outros meios de pagamento,RJ,Macaé,Malbec Desodorante Colônia 100ml,2,209.9,84.0,Perfumaria Masculina,FRQ006,,,,,,,
VND00140,2025-11-01 12:22:14,Ecomm mono,mooz pix,SC,Blumenau,Cuide-se Bem Loção Corporal Deleite 200ml,1,78.9,24.0,Cuidados e Corpo,,CLI0191,Não-binário,1985-12-07,,Entregue no Prazo,,Não
VND00140,2025-11-01 12:22:14,Ecomm mono,mooz pix,SC,Blumenau,Malbec Desodorante Colônia 100ml,1,209.9,84.0,Perfumaria Masculina,,CLI0191,Não-binário,1985-12-07,,Entregue no Prazo,,Não
VND00141,2025-02-27 12:54:09,lojas,mooz cartões,SP,Sorocaba,Malbec Gold Desodorante Colônia 100ml,4,195.9,78.0,Perfumaria Masculina,FRQ014,,,,,,,
VND00141,2025-02-27 12:54:09,lojas,mooz cartões,SP,Sorocaba,Lily Lumière Eau de Parfum 75ml,2,329.9,145.0,Perfumaria Feminina,FRQ014,,,,,,,
VND00142,2025-05-14 13:11:20,VD,mooz cartões,RJ,Angra dos Reis,Make B. Base Líquida Mate Salicylic 30g,2,109.9,38.0,Maquiagem e Skincare,REV0036,,,,,,,
VND00143,2024-06-11 13:48:49,VD,mooz cartões,MG,Poços de Caldas,Cuide-se Bem Loção Corporal Deleite 200ml,4,78.9,24.0,Cuidados e Corpo,REV0056,,,,,,,
VND00143,2024-06-11 13:48:49,VD,mooz cartões,MG,Poços de Caldas,Lily Creme Acetinado Hidratante Corporal 250g,1,149.9,45.0,Perfumaria Feminina,REV0056,,,,,,,
VND00144,2024-07-14 19:00:40,lojas,mooz cartões,CE,Sobral,Make B. Base Líquida Mate Salicylic 30g,1,109.9,38.0,Maquiagem e Skincare,FRQ029,,,,,,,
VND00145,2025-08-25 12:04:52,VD,mooz pix,DF,Brasília,Lily Creme Acetinado Hidratante Corporal 250g,4,149.9,45.0,Perfumaria Feminina,REV0067,,,,,,,
VND00145,2025-08-25 12:04:52,VD,mooz pix,DF,Brasília,Malbec Desodorante Colônia 100ml,3,209.9,84.0,Perfumaria Masculina,REV0067,,,,,,,
VND00146,2025-05-16 19:12:10,Ecomm multi,mooz cartões,AL,Maceió,Malbec Gold Desodorante Colônia 100ml,1,195.9,78.0,Perfumaria Masculina,,CLI0115,Não-binário,2002-12-26,Amei o cheiro!,Entregue no Prazo,,Não
VND00147,2025-10-17 19:34:39,VD,outros meios de pagamento,SP,São Paulo,Malbec Desodorante Colônia 100ml,1,209.9,84.0,Perfumaria Masculina,REV0084,,,,,,,
VND00148,2025-01-24 12:16:30,lojas,mooz cartões,SP,Piracicaba,Malbec Desodorante Colônia 100ml,2000,209.9,84.0,Perfumaria Masculina,FRQ022,,,,,,,
VND00148,2025-01-24 12:16:30,lojas,mooz cartões,SP,Piracicaba,Cuide-se Bem Loção Corporal Deleite 200ml,3,78.9,24.0,Cuidados e Corpo,FRQ022,,,,,,,
VND00149,2025-12-18 12:53:57,VD,outros meios de pagamento,SP,Piracicaba,Make B. Base Líquida Mate Salicylic 30g,1,109.9,38.0,Maquiagem e Skincare,REV0080,,,,,,,
VND00150,2025-09-15 19:16:53,lojas,mooz pix,PR,Guarapuava,Malbec Desodorante Colônia 100ml,4,209.9,84.0,Perfumaria Masculina,FRQ010,,,,,,,
VND00151,2024-12-04 12:00:42,VD,mooz cartões,SP,Franca,Malbec Desodorante Colônia 100ml,1,209.9,84.0,Perfumaria Masculina,REV0074,,,,,,,
VND00151,2024-12-04 12:00:42,VD,mooz cartões,SP,Franca,Lily Creme Acetinado Hidratante Corporal 250g,1,149.9,45.0,Perfumaria Feminina,REV0074,,,,,,,
VND00152,2025-10-21 12:18:16,Ecomm multi,mooz cartões,SP,Campinas,Malbec Desodorante Colônia 100ml,1,209.9,84.0,Perfumaria Masculina,,CLI0090,Não-binário,1980-02-01,,Entregue no Prazo,,Não
VND00152,2025-10-21 12:18:16,Ecomm multi,mooz cartões,SP,Campinas,Malbec Gold Desodorante Colônia 100ml,1,,78.0,Perfumaria Masculina,,CLI0090,Não-binário,1980-02-01,,Entregue no Prazo,,Não
VND00153,2024-06-23 19:57:28,Ecomm mono,mooz cartões,RS,Gramado,Cuide-se Bem Loção Corporal Deleite 200ml,4,78.9,24.0,Cuidados e Corpo,,CLI0176,Feminino,1965-11-14,Amei o cheiro!,Entregue no Prazo,,Sim
VND00154,2024-06-19 19:44:46,VD,mooz cartões,SP,Campinas,Cuide-se Bem Loção Corporal Deleite 200ml,4,78.9,24.0,Cuidados e Corpo,REV0054,,,,,,,
VND00154,2024-06-19 19:44:46,VD,mooz cartões,SP,Campinas,Make B. Base Líquida Mate Salicylic 30g,3,109.9,38.0,Maquiagem e Skincare,REV0054,,,,,,,
VND00155,2024-05-13 12:31:07,Ecomm multi,mooz pix,SP,SP - São Paulo,Cuide-se Bem Loção Corporal Deleite 200ml,3,78.9,24.0,Cuidados e Corpo,,CLI0161,Feminino,1977-06-11,,Entregue com Atraso,,Não
VND00155,2024-05-13 12:31:07,Ecomm multi,mooz pix,SP,SP - São Paulo,Malbec Desodorante Colônia 100ml,1,209.9,84.0,Perfumaria Masculina,,CLI0161,Feminino,1977-06-11,,Entregue com Atraso,,Não
VND00156,2024-12-20 12:41:24,lojas,outros meios de pagamento,RJ,Cabo Frio,Lily Creme Acetinado Hidratante Corporal 250g,2,149.9,45.0,Perfumaria Feminina,FRQ002,,,,,,,
VND00157,2026-06-09 19:48:31,Ecomm mono,mooz cartões,RJ,Campos dos Goytacazes,Cuide-se Bem Loção Corporal Deleite 200ml,2,78.9,24.0,Cuidados e Corpo,,CLI0143,Feminino,2002-02-10,,Entregue no Prazo,,Não
VND00158,2025-04-03 12:31:28,Ecomm mono,mooz cartões,SP,São José dos Campos,Make B. Base Líquida Mate Salicylic 30g,1,109.9,38.0,Maquiagem e Skincare,,CLI0382,Não-binário,1966-12-24,Melhor creme da vida.,Entregue no Prazo,,Não
VND00159,2026-06-30 19:13:41,Ecomm multi,mooz pix,MG,Montes Claros,Lily Creme Acetinado Hidratante Corporal 250g,3,149.9,45.0,Perfumaria Feminina,,CLI0028,Feminino,1996-12-11,,Entregue no Prazo,,Sim
VND00159,2026-06-30 19:13:41,Ecomm multi,mooz pix,MG,Montes Claros,Malbec Gold Desodorante Colônia 100ml,2,,78.0,Perfumaria Masculina,,CLI0028,Feminino,1996-12-11,,Entregue no Prazo,,Sim
VND00160,2024-12-29 13:51:18,Ecomm mono,mooz cartões,RJ,Rio de Janeiro,Malbec Gold Desodorante Colônia 100ml,4,195.9,78.0,Perfumaria Masculina,,CLI0253,Masculino,2004-07-09,,Entregue no Prazo,BOTAO20,Sim
VND00161,2025-08-25 12:57:28,Ecomm multi,mooz cartões,SP,São José dos Campos,Make B. Base Líquida Mate Salicylic 30g,4,109.9,38.0,Maquiagem e Skincare,,CLI0003,Feminino,2003-12-18,,Entregue no Prazo,,Sim
VND00162,2024-05-11 19:42:38,Ecomm mono,mooz pix,RS,Pelotas,Lily Creme Acetinado Hidratante Corporal 250g,2,149.9,45.0,Perfumaria Feminina,,CLI0312,Não-binário,1978-11-18,Amei o cheiro!,Entregue no Prazo,,Não
VND00163,2025-06-08 12:44:35,Ecomm mono,mooz cartões,MG,Ouro Preto,Cuide-se Bem Loção Corporal Deleite 200ml,2,78.9,24.0,Cuidados e Corpo,,CLI0108,Masculino,1997-09-05,,Entregue no Prazo,,Não
VND00163,2025-06-08 12:44:35,Ecomm mono,mooz cartões,MG,Ouro Preto,Lily Creme Acetinado Hidratante Corporal 250g,3,149.9,45.0,Perfumaria Feminina,,CLI0108,Masculino,1997-09-05,,Entregue no Prazo,,Não
VND00164,2025-05-06 12:42:45,Ecomm multi,mooz pix,SP,São Carlos,Floratta Red Desodorante Colônia 75ml,2,229.9,92.0,Perfumaria Feminina,,CLI0217,Masculino,1987-12-18,Melhor creme da vida.,Entregue no Prazo,BOTAO20,Sim
VND00165,2025-11-30 19:53:03,Ecomm mono,mooz cartões,RJ,Macaé,Floratta Red Desodorante Colônia 75ml,4,229.9,92.0,Perfumaria Feminina,,CLI0017,Feminino,1962-11-08,O produto veio quebrado.,Entregue com Atraso,,Não
VND00166,2025-12-13 12:42:03,Ecomm multi,mooz pix,SP,Mauá,Malbec Desodorante Colônia 100ml,3,209.9,84.0,Perfumaria Masculina,,CLI0351,Masculino,1963-07-09,Suporte não responde.,Entregue com Atraso,BOTAO20,Sim
VND00167,2024-07-17 12:11:43,VD,mooz cartões,SP,Santos,Lily Creme Acetinado Hidratante Corporal 250g,1,149.9,45.0,Perfumaria Feminina,REV0095,,,,,,,
VND00167,2024-07-17 12:11:43,VD,mooz cartões,SP,Santos,Malbec Gold Desodorante Colônia 100ml,2,195.9,78.0,Perfumaria Masculina,REV0095,,,,,,,
VND00168,2026-05-16 08:21:29,lojas,mooz cartões,SP,Santos,Lily Lumière Eau de Parfum 75ml,3,329.9,145.0,Perfumaria Feminina,FRQ030,,,,,,,
VND00169,2024-11-21 13:11:33,VD,outros meios de pagamento,SE,Aracaju,Malbec Desodorante Colônia 100ml,1,209.9,84.0,Perfumaria Masculina,REV0054,,,,,,,
VND00169,2024-11-21 13:11:33,VD,outros meios de pagamento,SE,Aracaju,Malbec Gold Desodorante Colônia 100ml,3,195.9,78.0,Perfumaria Masculina,REV0054,,,,,,,
VND00170,2024-10-27 22:48:39,Ecomm multi,mooz cartões,CE,Fortaleza,Malbec Desodorante Colônia 100ml,2,209.9,84.0,Perfumaria Masculina,,CLI0343,Não-binário,1967-02-08,,Entregue no Prazo,,Não
VND00170,2024-10-27 22:48:39,Ecomm multi,mooz cartões,CE,Fortaleza,Cuide-se Bem Loção Corporal Deleite 200ml,3,78.9,24.0,Cuidados e Corpo,,CLI0343,Não-binário,1967-02-08,,Entregue no Prazo,,Não
VND00171,2025-06-04 15:02:18,lojas,mooz pix,MG,Divinópolis,Lily Lumière Eau de Parfum 75ml,1,329.9,145.0,Perfumaria Feminina,FRQ003,,,,,,,
VND00172,2026-03-03 13:43:27,VD,mooz cartões,SC,Criciúma,Malbec Desodorante Colônia 100ml,1,209.9,84.0,Perfumaria Masculina,REV0090,,,,,,,
VND00172,2026-03-03 13:43:27,VD,mooz cartões,SC,Criciúma,Malbec Gold Desodorante Colônia 100ml,4,195.9,78.0,Perfumaria Masculina,REV0090,,,,,,,
VND00173,2024-02-08 13:03:11,Ecomm mono,mooz cartões,MG,Poços de Caldas,Malbec Desodorante Colônia 100ml,1,209.9,84.0,Perfumaria Masculina,,CLI0117,Feminino,1984-01-28,,Entregue no Prazo,,Não
VND00174,2024-05-01 19:41:46,VD,outros meios de pagamento,SP,Mogi das Cruzes,Lily Lumière Eau de Parfum 75ml,3,329.9,145.0,Perfumaria Feminina,REV0006,,,,,,,
VND00174,2024-05-01 19:41:46,VD,outros meios de pagamento,SP,Mogi das Cruzes,Malbec Desodorante Colônia 100ml,3,209.9,84.0,Perfumaria Masculina,REV0006,,,,,,,
VND00175,2025-04-30 19:14:08,Ecomm multi,mooz pix,MG,Juiz de Fora,Malbec Gold Desodorante Colônia 100ml,1,195.9,78.0,Perfumaria Masculina,,CLI0153,Feminino,1989-03-26,,Entregue no Prazo,,Sim
VND00175,2025-04-30 19:14:08,Ecomm multi,mooz pix,MG,Juiz de Fora,Malbec Desodorante Colônia 100ml,1,209.9,84.0,Perfumaria Masculina,,CLI0153,Feminino,1989-03-26,,Entregue no Prazo,,Sim
VND00176,2026-05-21 12:10:11,lojas,outros meios de pagamento,PI,Teresina,Malbec Gold Desodorante Colônia 100ml,1,195.9,78.0,Perfumaria Masculina,FRQ007,,,,,,,
VND00177,2025-07-16 20:42:04,Ecomm mono,mooz cartões,SP,Ribeirão Preto,Cuide-se Bem Loção Corporal Deleite 200ml,2,78.9,24.0,Cuidados e Corpo,,CLI0372,Feminino,1964-03-09,,Entregue no Prazo,,Não
VND00178,2025-09-26 19:12:20,Ecomm multi,mooz pix,MG,Montes Claros,Malbec Gold Desodorante Colônia 100ml,3,195.9,78.0,Perfumaria Masculina,,CLI0316,Não-binário,1990-02-08,Melhor creme da vida.,Entregue no Prazo,,Não
VND00178,2025-09-26 19:12:20,Ecomm multi,mooz pix,MG,Montes Claros,Make B. Base Líquida Mate Salicylic 30g,3,109.9,38.0,Maquiagem e Skincare,,CLI0316,Não-binário,1990-02-08,Melhor creme da vida.,Entregue no Prazo,,Não
VND00179,2026-05-10 20:43:46,Ecomm mono,mooz pix,PA,Ananindeua,Cuide-se Bem Loção Corporal Deleite 200ml,2,78.9,24.0,Cuidados e Corpo,,CLI0229,Não-binário,1966-01-19,,Entregue no Prazo,BOTAO20,Sim
VND00180,2024-07-20 15:56:40,VD,outros meios de pagamento,SP,Campinas,Malbec Desodorante Colônia 100ml,4,209.9,84.0,Perfumaria Masculina,REV0003,,,,,,,
